,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
25,"La Tóxica",Farruko,2019075,https://open.spotify.com/track/15OjBeqNX3bShsGYQbteRv
26,Wonder,"Shawn Mendes",1977702,https://open.spotify.com/track/5KCbr5ndeby4y4ggthdiAb
27,"Vida de Rico",Camilo,1948800,https://open.spotify.com/track/73nAK3HgQK8dak83Y2WQ8F
28,"Levitating (feat. DaBaby)","Dua Lipa",1944145,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
29,"Savage Love (Laxed - Siren Beat)","Jawsh 685",1921589,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
30,"Someone You Loved","Lewis Capaldi",1919170,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
31,"Tú Me Dejaste De Querer (feat. Niño de Elche & La Hungara)","C. Tangana",1895996,https://open.spotify.com/track/0XinBYhf1X3kdvKQHOX971
32,"La Curiosidad","Jay Wheeler",1881950,https://open.spotify.com/track/4HYDUMY0xSpeBr0AMY9cUz
33,"Una Locura",Ozuna,1861804,https://open.spotify.com/track/5y7DaS3jAc9eZzcSOoUIwU
34,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",1860406,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
35,"Take You Dancing","Jason Derulo",1853371,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
36,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",24kGoldn,1830715,https://open.spotify.com/track/6FuGJB290AQMAHTfjOYVaK
37,"motive (with Doja Cat)","Ariana Grande",1814076,https://open.spotify.com/track/5GkQIP5mWPi4KZLLXeuFTT
38,Jeans,"Justin Quiles",1793930,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
39,"Roses - Imanbek Remix","SAINt JHN",1784708,https://open.spotify.com/track/2Wo6QQD1KMDWeFkkjLqwx5
40,"Parce (feat. Justin Quiles)",Maluma,1756398,https://open.spotify.com/track/4RJz8NfIe09gpKMiRUWKhJ
41,"Midnight Sky","Miley Cyrus",1731707,https://open.spotify.com/track/27ycaQnQAxaPiyeg3nr2aB
42,"Dance Monkey","Tones And I",1709230,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
43,"Mi Niña",Wisin,1707058,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
44,"Before You Go","Lewis Capaldi",1706206,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
45,"Breaking Me",Topic,1685233,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
46,"Ay, DiOs Mío!","KAROL G",1643977,https://open.spotify.com/track/7x4ASXYEKfQBCewcZhK776
47,"SO DONE","The Kid LAROI",1643255,https://open.spotify.com/track/3qgPpwtuRu5oP8EtFSj8HE
48,Despeinada,Ozuna,1638394,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
49,"Dreams - 2004 Remaster","Fleetwood Mac",1632872,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
50,"Ice Cream (with Selena Gomez)",BLACKPINK,1580984,https://open.spotify.com/track/4JUPEh2DVSXFGExu4Uxevz
51,pov,"Ariana Grande",1555883,https://open.spotify.com/track/3UoULw70kMsiVXxW0L3A33
52,Golden,"Harry Styles",1552706,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
53,"Come & Go (with Marshmello)","Juice WRLD",1497153,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
54,"POPSTAR (feat. Drake)","DJ Khaled",1492907,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
55,Sofia,Clairo,1486358,https://open.spotify.com/track/7B3z0ySL9Rr0XvZEAjWZzM
56,Daisy,Ashnikko,1456212,https://open.spotify.com/track/0AUvWawuP0ibk4SQ3sIZjk
57,"La Luz",Sech,1442845,https://open.spotify.com/track/5zj8WNkBrEzlI5FKeYV4ol
58,BICHOTA,"KAROL G",1432233,https://open.spotify.com/track/7vrJn5hDSXRmdXoR30KgF1
59,"Chica Ideal","Sebastian Yatra",1430742,https://open.spotify.com/track/21N4Buj4xsyLb218lYle61
60,"Tattoo - Remix with Camilo","Rauw Alejandro",1425525,https://open.spotify.com/track/4ZRrLHqzhGRXYj2qcB4s5S
61,"Tyler Herro","Jack Harlow",1378250,https://open.spotify.com/track/4DuUwzP4ALMqpquHU0ltAB
62,"Mood Swings (feat. Lil Tjay)","Pop Smoke",1376241,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
63,"Lovesick Girls",BLACKPINK,1374420,https://open.spotify.com/track/4Ws314Ylb27BVsvlZOy30C
64,"Don't Start Now","Dua Lipa",1372927,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
65,"La Jeepeta - Remix","Nio Garcia",1354876,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
66,"Mi Cuarto","Jerry Di",1321761,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
67,Diamonds,"Sam Smith",1302525,https://open.spotify.com/track/1hJIbOjWpid6LtnozHmzRS
68,MORE,K/DA,1300735,https://open.spotify.com/track/6juLaduD4STCUDWT0AYun4
69,"How You Like That",BLACKPINK,1297036,https://open.spotify.com/track/4SFknyjLcyTLJFPKD2m96o
70,"death bed (coffee for your head)",Powfu,1283946,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
71,"Blueberry Faygo","Lil Mosey",1271972,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
72,"Deep End",Fousheé,1258453,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA
73,"Wishing Well","Juice WRLD",1251361,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
74,"I CAN'T STOP ME",TWICE,1248427,https://open.spotify.com/track/3apeXzypBMnUfYcZYNX6DH
75,Circles,"Post Malone",1243744,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
76,"lovely (with Khalid)","Billie Eilish",1237503,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
77,Fever,"Dua Lipa",1212323,https://open.spotify.com/track/3F1P0QzdXtBz0MXy7KIO5w
78,"off the table (with The Weeknd)","Ariana Grande",1210170,https://open.spotify.com/track/7E1jVNoWuemqUryI4FxsVD
79,"Stuck with U (with Justin Bieber)","Ariana Grande",1208033,https://open.spotify.com/track/4HBZA5flZLE435QTztThqH
80,"Train Wreck","James Arthur",1206630,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
81,"Rain On Me (with Ariana Grande)","Lady Gaga",1204405,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
82,Reloj,"Rauw Alejandro",1198255,https://open.spotify.com/track/7r9ZhitdQBONTFOiJW5mr8
83,goosebumps,"Travis Scott",1180860,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
84,"Protect The Land","System Of A Down",1180524,https://open.spotify.com/track/11ajcVj3qSyyMPUpTJUP3y
85,Caramelo,Ozuna,1180363,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
86,"my ex's best friend (with blackbear)","Machine Gun Kelly",1177813,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
87,"Lucid Dreams","Juice WRLD",1175801,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
88,"Adore You","Harry Styles",1175137,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
89,Memories,"Maroon 5",1169538,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
90,Señorita,"Shawn Mendes",1145159,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
91,"The Box","Roddy Ricch",1132654,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
92,"just like magic","Ariana Grande",1122626,https://open.spotify.com/track/7Dx9Z6Aon1qPS2N0rHSWTe
93,"Go Crazy","Chris Brown",1112802,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
94,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1108068,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
95,Robbery,"Juice WRLD",1091776,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
96,Falling,"Trevor Daniel",1078452,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
97,"WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix","Jack Harlow",1062436,https://open.spotify.com/track/2MbdDtCv5LUVjYy9RuGTgC
98,"Mad at Disney","salem ilese",1061388,https://open.spotify.com/track/7aGyRfJWtLqgJaZoG9lJhE
99,"HIGHEST IN THE ROOM","Travis Scott",1053175,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
100,"TRAGIC (feat. Youngboy Never Broke Again & Internet Money)","The Kid LAROI",1046836,https://open.spotify.com/track/13EW51DKru044OJDJ9Bm8o
101,"Tick Tock (feat. 24kGoldn)","Clean Bandit",1043153,https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3
102,"Kings & Queens","Ava Max",1034159,https://open.spotify.com/track/1InCpEliLCkWHOBdXW7XSx
103,Shallow,"Lady Gaga",1031357,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
104,"Sweet Melody","Little Mix",1016495,https://open.spotify.com/track/653UwNHjuC0AwlbU07ao2Y
105,"Sweater Weather","The Neighbourhood",1016300,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
106,"safety net (feat. Ty Dolla $ign)","Ariana Grande",1015705,https://open.spotify.com/track/14gkWVFMwdxBMyqBw1wmIg
107,"Paradise (feat. Dermot Kennedy)",MEDUZA,1011778,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
108,"Forever After All","Luke Combs",1008231,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew
109,"bad guy","Billie Eilish",1004846,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
110,"Young Wheezy (with Gunna)",NAV,1001299,https://open.spotify.com/track/0bMyxvtbPa7HFemLjzw0xX
111,"Intentions (feat. Quavo)","Justin Bieber",994944,https://open.spotify.com/track/4umIPjkehX1r7uhmGvXiSV
112,Tusa,"KAROL G",992186,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY
113,"If the World Was Ending - feat. Julia Michaels","JP Saxe",982508,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
114,"ily (i love you baby) (feat. Emilee)","Surf Mesa",982391,https://open.spotify.com/track/62aP9fBQKYKxi7PDXwcUAS
115,"Break My Heart","Dua Lipa",982260,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
116,Azul,"J Balvin",973596,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
117,Dior,"Pop Smoke",968719,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
118,"Spicy (feat. Post Malone)","Ty Dolla $ign",965000,https://open.spotify.com/track/5IUtvfNvOyVYZUa6AJFrnP
119,Whoopty,CJ,961194,https://open.spotify.com/track/5vGLcdRuSbUhD8ScwsGSdA
120,"Toosie Slide",Drake,957224,https://open.spotify.com/track/466cKvZn1j45IpxDdYZqdA
121,Confetti,"Little Mix",953217,https://open.spotify.com/track/4OZVHWYtGOaQuK0oQikS2b
122,"Life Is Good (feat. Drake)",Future,952549,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
123,Falling,"Harry Styles",952303,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
124,"SICKO MODE","Travis Scott",951847,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
125,Believer,"Imagine Dragons",950575,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
126,"Papi Chulo",Octavian,949723,https://open.spotify.com/track/6Juv5N0dNU1imms9c9u1dA
127,"Agua (with J Balvin) - Music From ""Sponge On The Run"" Movie",Tainy,931476,https://open.spotify.com/track/1pqnQ41XbfKjaFu6M0eGJp
128,"shut up","Ariana Grande",929903,https://open.spotify.com/track/3ko9jEHNt4O5fjKN65ULJp
129,nasty,"Ariana Grande",928377,https://open.spotify.com/track/0sci7ppTZFm4mjcH3nu8yO
130,"ALWAYS DO","The Kid LAROI",922125,https://open.spotify.com/track/3QCU8BT0zDS9LPVfEhRFEE
131,"Electric Love",BØRNS,914280,https://open.spotify.com/track/2GiJYvgVaD2HtM8GqD9EgQ
132,"Be Like That - feat. Swae Lee & Khalid","Kane Brown",914012,https://open.spotify.com/track/5f1joOtoMeyppIcJGZQvqJ
133,"Jerusalema (feat. Nomcebo Zikode)","Master KG",913700,https://open.spotify.com/track/2MlOUXmcofMackX3bxfSwi
134,"Pretty Savage",BLACKPINK,913382,https://open.spotify.com/track/1XnpzbOGptRwfJhZgLbmSr
135,"Say You Won't Let Go","James Arthur",909880,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
136,"Genocidal Humanoidz","System Of A Down",908732,https://open.spotify.com/track/3Sg3bOiD0kE4D5DcXk48Ds
137,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",906367,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
138,ROXANNE,"Arizona Zervas",901718,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK
139,"The Business",Tiësto,893103,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
140,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,892668,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
141,"All Girls Are The Same","Juice WRLD",889970,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
142,"Jocelyn Flores",XXXTENTACION,879588,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
143,"7 rings","Ariana Grande",877570,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
144,"my hair","Ariana Grande",875557,https://open.spotify.com/track/6u7gmPOz7pzzaeR9xSBpsR
145,"Ride It",Regard,875513,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
146,"Djadja (feat. Maluma) - Remix","Aya Nakamura",874643,https://open.spotify.com/track/13vDU8nPsvTGEVTMB8Vw7g
147,"Party Girl",StaySolidRocky,871367,https://open.spotify.com/track/3IJYUaN3tx04S4TYyZHKoP
148,"All I Want for Christmas Is You","Mariah Carey",867647,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
149,"Smile (with The Weeknd)","Juice WRLD",866246,https://open.spotify.com/track/6wQlQrTY5mVS8EGaFZVwVF
150,"Martin & Gina","Polo G",864269,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
151,"Someone To You",BANNERS,860521,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr
152,Enchule,"Rauw Alejandro",851219,https://open.spotify.com/track/3ThrfRAmijYU098H9q9tAs
153,"Recairei - Ao Vivo","Os Barões Da Pisadinha",850114,https://open.spotify.com/track/2JTir3y1VuJQmexiTCMcTP
154,"Blueberry Eyes (feat. SUGA of BTS)",MAX,845238,https://open.spotify.com/track/6sI8Q7TTJeA9exw6hxEqq3
155,"You Got It",Vedo,845184,https://open.spotify.com/track/4lsHZ92XCFOQfzJFBTluk8
156,"Don Don","Daddy Yankee",840312,https://open.spotify.com/track/3kml9ZdpT7UYk1ugkjqOzt
157,obvious,"Ariana Grande",838730,https://open.spotify.com/track/0q85C1JiECyYIQthz1posA
158,"six thirty","Ariana Grande",836926,https://open.spotify.com/track/2IKJtXeR5UsaUjZB46fTOK
159,"F*CK YOU, GOODBYE (feat. Machine Gun Kelly)","The Kid LAROI",832297,https://open.spotify.com/track/0DYNL4xbYWgNzppUamtyR4
160,Perfect,"Ed Sheeran",829363,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
161,"GREECE (feat. Drake)","DJ Khaled",826926,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
162,"hot girl bummer",blackbear,823118,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
163,Runnin,"21 Savage",822092,https://open.spotify.com/track/5SWnsxjhdcEDc7LJjq9UHk
164,"Be Kind (with Halsey)",Marshmello,817773,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
165,"What That Speed Bout!?","Mike WiLL Made-It",817346,https://open.spotify.com/track/5iZ5wjTTxSIv8Cfrhj6Jla
166,"Quiéreme Mientras Se Pueda","Manuel Turizo",814389,https://open.spotify.com/track/34LI7rwi9H8w2S5KTHnv1M
167,"everything i wanted","Billie Eilish",811308,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
168,"GO (feat. Juice WRLD)","The Kid LAROI",809190,https://open.spotify.com/track/2rPHUAeUPbNgTmK18FPTiZ
169,"Moonwalking in Calabasas (feat. Blueface) - Remix",DDG,805160,https://open.spotify.com/track/7o4gBbTM6UBLkOYPw9xMCz
170,Promiscuous,"Nelly Furtado",804366,https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN
171,"I Don't Care (with Justin Bieber)","Ed Sheeran",799958,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
172,"All of Me","John Legend",796659,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
173,"Ayer Me Llamó Mi Ex (feat. Lenny Santos)",KHEA,794010,https://open.spotify.com/track/6C6mUonH6MNdSg5pw7kOc9
174,"Shape of You","Ed Sheeran",793429,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
175,Madrid,Maluma,792906,https://open.spotify.com/track/19OXtYzrJyCrQvTbfukt4H
176,5G,Booba,792697,https://open.spotify.com/track/4EmLZvANhzJKh2Dt4k2GQK
177,"Daddy Issues","The Neighbourhood",792443,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
178,SAD!,XXXTENTACION,790756,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
179,"Godzilla (feat. Juice WRLD)",Eminem,790388,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
180,"Be Alright","Dean Lewis",786844,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
181,"Hasta Que Dios Diga","Anuel AA",786134,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
182,"WITHOUT YOU","The Kid LAROI",780338,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
183,"Mr. Right Now (feat. Drake)","21 Savage",779680,https://open.spotify.com/track/4Q34FP1AT7GEl9oLgNtiWj
184,"Bohemian Rhapsody - 2011 Mix",Queen,776583,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
185,"Caramelo - Remix",Ozuna,776480,https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV
186,"E-GIRLS ARE RUINING MY LIFE!",CORPSE,774679,https://open.spotify.com/track/7bCfHiRcfUjG0YVVNUL7Ve
187,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Super Yei",773475,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl
188,"rockstar (feat. 21 Savage)","Post Malone",772800,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
189,Rojo,"J Balvin",761408,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
190,Nada,"Cali Y El Dandee",759762,https://open.spotify.com/track/4K8cyoCDovlc4FvtUr2Hfx
191,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",756386,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
192,Favorito,Camilo,748353,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
193,"FEEL SOMETHING","The Kid LAROI",745677,https://open.spotify.com/track/1yP6g2Ka4CisR3i2cuIcjK
194,"Say So","Doja Cat",744575,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ
195,"Are You Bored Yet? (feat. Clairo)",Wallows,743577,https://open.spotify.com/track/57RA3JGafJm5zRtKJiKPIm
196,"At My Worst","Pink Sweat$",743336,https://open.spotify.com/track/0ri0Han4IRJhzvERHOZTMr
197,"THE BADDEST",K/DA,743026,https://open.spotify.com/track/2V4Fx72svQRxrFvNT1eq5f
198,"In Your Eyes","The Weeknd",742015,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
199,"Got It On Me","Pop Smoke",741671,https://open.spotify.com/track/25zlnOAzbVoOzIeXSvQFf1
200,"Without Me",Halsey,738869,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
